ID,original_ID,tweet,sarcastic,rephrase
4289,test_a_1274,If only clever people actually had the ability to be clever and not repeat everything they think they know,1,
495,sign_10250, nvm i'm getting mary jo thx for the help,1, thanks for nothing
3107,sign_6859, i went to bed at 6 30 am and hate myself for that decision but yolo,1, i went to bed at 6 30 am and hate myself for that decision but yolo
14207,sign_2162, i love nights where i'm tired but sleep doesn't come,1, i hate nights where i'm tired but sleep doesn't come
4602,sign_3443, i have the nicest husband ever,1, my husband is so disappointing
5754,sign_8664, tnx megafon for everything,1, tnx megafon for nothing
8175,train_1955,There's a guy busking with just 2 korg synths playing techno at picadilly circus wearing a cosmic bucket hat. Excellent.,0,
5982,sign_2994, wow okc is a totally different team with billy donavan as coach scott brooks was clearly the problem,1, okc is still the same team with billy donavan clearly coach scott brooks was not the problem
14435,sign_8198, went to the doctor and had some shots put to my head today obviously it was a fun day,1, i don't like getting shots
9273,sign_13985, but despite rumors of heat w del rio hhh would never be as petty mess with personal lives due to professional issues right ?,1, triple h is petty and will bury del rio
15737,train_1354,"every Tom Holland movie i've seen is a masterpiece, i don't think it's coincidence. anyways watch Cherry on apple TV and The Devil All The Time on Netflix",0,
17978,train_2768,someone go see Aladdin with me serious inquires only,0,
8497,sign_3624, a pseudo inspirational quote is all you need in your facebook timeline it might change someone's life,1, there is more you can post on your facebook timeline than a pseudo inspirational quote it is unlikely to change someone's life
13113,sign_12490, i had no idea you were into eggs hahahahahaha,1, i knew you were into eggs
5495,test_a_1029,"09:53 Temp. 5.5°C, Hum. 77%, Dewp. 0.8°C, Bar. 996.6 hpa, Rain Today 2.2000 mm, Wind 5° 1.4 m/s",0,
16755,sign_13629, dentists make money off of people with bad teeth so should we really trust the toothpaste they recommend ?,1, dentists make money off of people with bad teeth so should we really trust the toothpaste they recommend ?
18336,train_1812,anthony dropped his phone in the ocean,0,
14398,sign_13239, golden state may be the best defense ever with all these strips and blocks they are getting,1, golden state may be the best defense ever with all these strips and blocks they are getting
9863,sign_7807, wow you're so helpful thanks for all you do to make my life easier,1, wow you're not helpful thanks for all you do to make my life harder
398,sign_9404, sometimes i wonder how many of the bots following me are truly interested in my game,1, sometimes i wonder how many of the bots following me are truly interested in my game
16142,sign_14520, a hate crime against sexual orientation of course nothing in the usa over the last 12 mths gave oxygen to his views,1, the usa promoted the hate crime
18278,train_2831,Just back from seeing Bridesmaids. Surprisingly the movie was really good.,0,
16261,sign_11310, it's leg day yay,1, i'm not excited that it's leg day
17015,sign_9099, thanks for the unfollowing me,1, why the hell did you unfollow me
1373,train_250,'Margaret Thatcher' is trending... has 2016 taken another one?,1,"Non-sarcastically I'd probably say ""Oh, out of curiousity, what's the reason for Ms. Thatcher trending?"""
6492,sign_2589, yesterday people said just be yourself today they judge us based on that,1, yesterday people said just be yourself today they judge us based on that
19073,sign_811, wow awesome time for my car to have a blown head gasket this is great life is great wait way to start road trip to austin,1, yuck horrible time for my car to have a blown head gasket this is awful life is awful wait way to stop road trip to austin
11884,sign_908, occasionally i like sharing information nobody actually cares about the magic of internet,1, often i hate sharing information everyone cares not of
4002,test_a_301,Spontaneous weekends away is my thing ☺️,0,
5063,sign_3502, well if the village idiot named it i m sure it s a good thing,1, that's not good thing if the village idiot named it
19696,test_a_258,this video is very special to me,0,
6919,test_a_507,"I am sorry, I forgot, I only exist when you need something!",1,
14276,sign_6208, communists running the government yay,1, communists running the government disappointing
17317,train_2088,@asda just visited your Tamworth store for balloons for my brother’s birthday. Just got them through the door and the 2 has exploded!! https://t.co/NcZ0HGYosI,0,
6864,train_3056,"Don’t let anyone ruin your day, it’s YOUR day. Ruin it yourself",0,
4437,sign_154, but since i must never know what i'm talking about,1, but i know what i am talking about
5040,sign_7928, wilmer flores small ball singles better than dingers,1, wilmer flores small ball singles better than dingers
6825,sign_5669, gmorning i feel icky time for a six hour clinical class woo,1, i feel icky this morning not buzzing about the coming six hour clinical class painful
11745,sign_9048, that game was too close for comfory,1, that game was a blowout
15558,sign_14566, a beautiful start to the week lots of happy smiling people going to ldn today,1, everyone looked super upset and i want to be anywhere else
98,train_2852,"now I’m no mathematician, but pretty sure it doesn’t take 7 cops to arrest 1 person",0,
15728,sign_7713, yay my bill is due,1, i hate bills
12981,sign_7919, wish i was a rich white male so i could never face the adequate punishment for my mistakes,1, wish i was a rich white male so i could never face the adequate punishment for my mistakes
527,sign_6820, time for another day of making sandwiches for the elderly whoo,1, time for another day of making sandwiches for the elderly tired of this
2892,sign_634, just make separate bathrooms for trans people did you forget we used to separate white and black people ? that went really well,1, just make separate bathrooms for trans people did you forget we used to separate white and black people and that did not go well at all
3888,train_338,Replace Pelosi #Nancy,1,He should not have been elected president and donald trump won the presidency.
6392,sign_8918, the ifp still exists ? wow good luck for the elections guys your history will make you 1,1, elections are a nightmare
8607,train_436,"We get it ESPN. Sawx and Yanks. 

Let's go meteor.",1,ESPN is yet again shwoing the Red Sox and Yankees. Don't they have other teams they can show?
7706,test_a_361,Good news good luck my mate 👏🏻👏🏻👏🏻👏🏻,0,
14501,sign_4659, sigue fallando wasthapp ?,1, sigue fallando wasthapp ?
12227,train_2231,Really want to see the goggleboxers watching Bridgerton #Gogglebox,0,
4816,sign_3301, thank you allergy specialist for booking my appointment at 8 15 am on a damned saturday,1, thank you allergy specialist for booking my appointment at 8 15 am on a damned saturday
15749,train_57,"Wizkid is the king, ok lol",1,Wizkid is not the king lol
12449,sign_10278, now they're forcing me to eat steak and prawns how unfortunate,1, i love expensive food
11236,sign_8230, well today is the day i get to work all day,1, i'm not excited about work today
1328,train_992,settings is such an interesting place,0,
12051,train_1179,Why has Murray not already thrown this set? No way he comes back from 5-0and just tires himself out for no apparent reason.,0,
14151,sign_14021, breaktime at work hot damn you should see the view,1, there is no view here
10975,train_219,Andrews really trying to explain to me that football and rupauls drag race aren’t the same thing when it in fact is the same thing.,1,Football and RuPual's Drag Race are wildly different shows.
2034,sign_7841, working with people today with this aweful sunburn is going to be fantastic,1, i'm sunburned and do not want to work
3346,sign_3800, and we still don t have a left tackle like is that really a position that we need ?,1, and we still don t have a left tackle like is that really a position that we need ?
18070,sign_2824, i hate when someone send me a link for their result in some quiz and the page asks for my password aha yes sure you will get it,1, i hate when someone send me a link for their result in some quiz and the page asks for my password of course you will not get it
10531,sign_7856, work from home tonight yeah this is life,1, i don't want to be working from home booooo
5626,train_676,Lol at my life :),1,Hahah life isn't going my way.
10445,sign_425, i believe it is time to finally relieve the burden of my secret world i am a heterosexual whew that feels so much better,1, i believe it is time to finally relieve the burden of my secret world i am a heterosexual whew that feels so much worse
14058,train_3060,#MUSpartans WR Joseph Powell was a full go at practice today. Good sign for the upcoming scrimmage @ Kalamazoo,0,
3751,sign_4314, i love when you do something for someone and their response is to ask for more that's good but could you maybe do this,1, i hate when you do something for someone and their response is to ask for more that's good but could you maybe do this
8260,train_2383,I’M SO PROUD OF MY FRIENDS 💖,0,
12508,sign_13296, glad sharks are really putting on a push here,1, sharks are sucking more than usual this year
10510,sign_9450, so when are we going to vote to leave the uk so britain can be great again darn welsh people coming over here taking our jobs,1, we shouldn't vote to leave the uk
10748,sign_9047, that game was too close for comfory,1, that game wasn't comfortable at all
14361,sign_2300, such a wonderful day,1, such a awful day
19499,sign_4116, dis jon lester is garbage my frents,1, jon lester is not garbage
7590,sign_1080, she texted me your adorable i replied ' no you're adorable now she likes me all i did was point out her typo,1, she texted me your adorable i replied ' no you're adorable now she likes me all i did was point forget about her typo
3750,sign_8269, well i'm now off work recovering till monday yayyy,1, well i'm now off work recovering till monday yayyy
409,train_2295,People who walk their cats on leashes are not people to be trifled with.,0,
4724,sign_840, i'm so into social media right now,1, i'm nor interested in social media for now
4927,sign_2888, some extra training is always fun hahaha,1, some extra training is always boring
2735,sign_5200, that's the way uh huh uh huh i like it the gym always needs kc and the sunshine band to pump us up,1, that's the way uh huh uh huh i like it the gym always needs kc and the sunshine band to pump us up
5550,sign_7169, if something happens to you and you don't tweet about it then i don't know what the hell is wrong with you,1, if something happens to you and you don't tweet about it don't sweat it there's certainly nothing wrong with you
12295,sign_3067, this weekend has been a blast,1, this weekend has been afwul
19783,train_1989,The new album by @kylieminogue  has put me in a good mood. #DISCO,0,
12683,train_1315,THAT’S MY BEST FRIEND♥️♥️ https://t.co/Ye6dBqiN2v,0,
18298,sign_12714, i always love seeing people in workout clothes smoking,1, i always hate seeing people in workout clothes smoking
10906,sign_9107, thanks for everything,1, thanks for nothing
611,sign_957, thanks josh for not letting me nap,1, i am annoyed that josh didn't let me nap
9190,train_2824,i love smoothies bc u can really eat half a bag of spinach and just not taste it at all,0,
19659,sign_4077, the air pollution here is so awesome so majestic,1, the air pollution is here horrible so pathetic
19502,sign_1070, a scifi book where people have special powers really unique veronica roth,1, a scifi book where people have special powers really normal veronica roth
16368,train_1454,I heard somebody unironically say Daddy God in a prayer today and akslfljsd why are Christians so cringey sometimes 😭,0,
15817,sign_12233, i love how men take time out of their day to shout my hair color at me how would i know what color my hair is otherwise ?,1, i hate men catcalling me
16158,sign_3400, shopped at target with no problem woah shocking,1, shopped at target with no problem not shocking
17597,sign_11474, indian family loves and care each other in every moment bimar ek hota hain aur khichdi pura khandan khata hain,1, indian families are over caring and over sharing types
11131,test_a_232,The weekend is almost upon us. Take some time to relax and self care. 😌,0,
8743,train_207,In sunny spain at the moment!!! Hows it all in england?,1,"its sunny in spain, sorry its raining back at home."
8161,sign_10062, ok blame it on the terrorists the fact that there's absolutely no gun control has nothing to do with what happened in orlando,1, ok don t blame it on the terrorists the fact that there's absolutely gun control is to blame for what happened in orlando
16770,train_377,Only a a President as strong and decisive as @realDonaldTrump would force the FDA to OK a drug even before clinical trial results are in.  No need to wait for such silly formalities - people have been taking the drug for years and most are still alive and fine! #OkToTry #Gotrump https://t.co/IdxTJ7kucp,1,Clinical trials to determine the efficacy and safety of a treatment are essential.
3860,test_a_4,I would date any of these men 🥺,0,
3366,sign_4949, lol ya cause taking advice from people not in touch with their higher self sounds like a great choice,1, its not a great choice for one to take advice from people who are out of touch with their higher self
5836,sign_1207, another dirtbag using the outlets in front of our store shocking,1, another dirtbag using the outlets in front of our store not unexpected
12085,sign_5233, you the inspiration you inspire fear,1, i feel strong when inspired
11471,sign_4349, wow the ten day weather forecast looks great,1, woah the ten day weather forecast looks really bad
5687,sign_9847, really looking forward to going to asda,1, really do not want to go asda
3454,test_a_1224,"Who wrote 'wind the bobbin up'? 

Were they shot? Strangled? Or at least psychologically tortured for a long while.",0,
13524,test_a_1340,.. It just keeps coming 🤤🔴⚪️🍺,0,
19361,sign_14391, almost lunchtime i get a half hour away from this paradise,1, i'm happy to be away from the miserable place i work
3412,sign_1072, a scifi book where people have special powers really unique veronica roth,1, a scifi book where people have special powers not unique veronica roth
11910,sign_6194, just love waking up before seven on a day off,1, sucks to wake up before seven on a day off
6929,train_36,if 2020 was a nose it’d be mine 🐦,1,My nose is awful
8558,train_1353,"got a google calendar notif, my boyfriend put ""think about dwarves"" in as an all day event",0,
4343,sign_10905, love it when the people you've carried now have the strength to climb over you and leave you behind to never look back,1, people you help out should keep you in mind when they do better in life
14980,sign_1319, god blessed me with the gift of and i never want to take it for granted so i use my gift daily i don't ever wanna let him down,1, god blessed me with the gift of and i never want to take it for granted so i use my gift daily i don't ever wanna let him down
16765,sign_3368, so overwhelmed with all my friends responding to me,1, sucks to see no one is responding to me
3395,sign_2432, power of elitesnowthat's what is dream life,1, i don't want power of elite
3119,sign_4309, be like the liutenant,1, be nothing like the lieutenant
16002,sign_4210, i love it when people don't reply,1, i hate it when people don't reply
5868,sign_12100, i love the people in nightclub they are so smart,1, the people in the nightclub are stupid
2202,sign_8261, well it was only 20 minutes of action,1, not enough action in the movie
17385,sign_11478, in v stressy morning at work a weirdo randomly asked me if i was happy i said at that moment i couldn't possibly be any happier,1, i am not happy
11215,sign_9619, skyvolt dies and jillow is now a thing great way to start the week,1, what a bitter start to the week skyvolt is dead and jillow is trending
4274,sign_8947, the giants lose pence is hurt and i'm sitting next to dodgers fans at the bar my life is complete now,1, i am very upset with the events of the day
2259,train_917,Home made pizza is in the oven! We've made one each so there'll be leftovers for lunch tomorrow. 😋,0,
3745,sign_3659, my mom is so great she knows just how to stick that knife of guilt in you amp give it a little swirl to make it extra special,1, my mom is so bad she knows just how to stick that knife of guilt in you give it a little swirl to make it extra special
9366,sign_9069, thanks tweeps,1, i hate tweeps
15490,train_1597,@kristenritch YES I love sandwich and enneagram,0,
14164,test_a_918,"Really looking forward to going Christmas shopping with my anti-vax, anti-mask, global conspiracy believing sister this weekend. ",1,
2452,sign_4339, the best practice yung kanina worth it,1, the best practice yung kanina it was not worth it
11346,sign_358, most of our bosses employee what is your name ? boss i'm 19 years old,1, most of our bosses employee what is your name ? boss i'm 19 years old
4963,train_291,"Thanks @Tesco for not informing me that my click and collect order had been cancelled when my account says it's ready to collect my partner has had to travel unnecessarily to Stafford and we still don't have our shopping, good diet I guess having to wait for my 26th delivery slot https://t.co/xq9oXEkw8o",1,Tesco have cancelled my order with no warning. please could i have an explanation and compensation for this.  
7026,sign_14806, 48 and 49 were in 11 talk at one point ah the mlb draft is so risk averse sarcasm,1, mlb is not risk averse
15715,sign_613, you literally could not make this shite up hats off to enda kenny played a blinder dude kudos,1, you literally could not make this shite up hats off to enda kenny played a blinder dude kudos
2771,sign_9531, so i put on a baseball game with my favorite baseball player to teach him guess who's the grown up now ?,1, wasn't the most mature way of handling it
16025,sign_10688, mh month over 100 awareness achieved right ?,1, awareness campaigns do not make everyone aware of something
664,sign_4159, it's always a confidence boost when the bartender says how you don't look like your in your twenties yet,1, it is always a knock on the selfesteem when the bartender says how you don't look like your in your twenties yet
14897,sign_2411, thanks starbucks for playing music that makes me sad,1, be cursed starbucks for playing music that makes me sad
6569,train_2879,"$WISH from email newsletter today - 0.5bn customers..? Amazing if literally 'shoppers' and not repeated transactions etc.

How we're doing
500M+ Shoppers 
1M+ Merchants
200M+ Items 
100+ Countries",0,
1291,test_a_1077,"Picking Algieri to win tonight.
I think he lands that left hook.",0,
16370,sign_13027, great start to my morning,1, annoying start to my morning
18747,sign_3858, thanks pendot for all the lines being painted on 220 in sullivan county,1, pendot disappoints regarding the lines being painted on 220 in sullivan county
9336,sign_14525, a great way of starting your monday is to wake up late,1, waking up late is not a great way to start your day
6546,test_a_828,Gonna hit the sack after a long day. Catch you 2moz. Night night 💤💜,0,
10572,sign_6252, what a shove by ezeli,1, what a shove by ezeli
19005,sign_11414, it is not painful at all to see that someone cropped you out of a group picture before they post in on facebook,1, it is painful at all to see that someone cropped you out of a group picture before they post in on facebook
1637,test_a_319,"Blues have left me proper discombobulated, hopefully the Benn Algieri dust up later on will effect a rebalance",0,
16612,sign_161, jorge navarro is quite the trainer isn't he ? his horses can flat out run,1, jorge navarro is a poor the trainer isn't he ? his horses can flat out run
15210,sign_1366, omg they're so cool and relateable celebs are just like us guys hahahahahahahaha,1, omg they're so cool and relateable celebs are not like us guys hahahahahahahaha
3297,sign_12376, i just love it when people near and dear to me act like they care that i'm really sick with a fever,1, no one seems to care that i'm sick
7669,sign_7186, what a cute lil haircut the pitcher for the sox has,1, what an ugly lil haircut the pitcher for the sox has
10571,sign_9687, shout out to my brother for hitting that factory reset button thank you,1, my idiot brother hit that factory reset button annoying
2624,train_2905,Dunno what’s worse us losing or this covid that’s riddled all over me body,0,
5041,sign_1640, i think ted cruz lost cos after he nominated her as his running mate and threw her off the stage hahaha,1, i think ted cruz lost cos after he nominated her as his running mate and neglected her
10321,sign_4327, hail in summer i love british weather,1, hate british weather
10672,sign_3777, ole miss didn't get the 1 recruiting class in the country without cheating ? who'd a thunk it ?,1, sure that ole miss got 1 because of cheating
1911,sign_4748, finallyneet 2016 is trending on twitter,1, finally neet 2016 has stopped trending on twitter
1383,sign_3998, guys guess what ? ? ? i'm going to la in 8 hours i'm so excited i've never been there before i hope i see a celebrity,1, i have been to la and it s full of celebs not surprised
16905,sign_1446, oh what a fantastic 2 weeks it has been,1, yuck what a bummer 2 weeks it has been
12624,sign_9382, speaking of siblings my mother informed me that my little brother got fired today color me shocked,1, speaking of siblings my mother informed me that my little brother got fired today no shock
17351,sign_1886, today i went into a target bathroom and i lived didn't get inappropriately touched its a miracle,1, today i went into a target bathroom and i lived and got inappropriately touched its normal
18849,test_a_674,"Is that the £350m a week the Brexit leavers promised the NHS?
Asking for a country.",0,
306,sign_14267, as a twenty fiveyearold woman there's nothing i'd rather be doing in a sunday than cleaning the kitchen bins and fridge,1, as a twenty fiveyearold woman i'd rather anything rather than cleaning the kitchen bins and fridge
4754,test_a_229,That game in October still gives me nightmares!!! I'll settle for 1-0 Dundee!!! 🤞💙,0,
14472,sign_888, when you see people story and think wow how classy,1, when you see people story and think omg how typical
1898,sign_9703, shocked bill ripken taking manny's side in the ventura vs machado pissing match,1, not shocked bill ripken took manny's side
9371,train_2160,Woah. This anime recommendation I am identifying with way too hard tbh. Because it is pretty spot on. It is also so dark I should probably not even mention the name. owo,0,
6194,sign_9761, school doctor and work what a great day,1, i have had a day without joy
19342,sign_6614, so ready to start that five am shift,1, so not ready to start that five am shift
10143,sign_8103, what's better than being sick the day before you have a plane trip for almost 24 hours ?,1, this won't make my trip any easier
152,train_2812,eddie kendricks discography is crazy,0,
12388,sign_13735, congratulations,1, i'm not happy for you
5270,train_2678,I'm enjoying this @Jeopardy tournament WAY more than I expected. And I already came in at an 11. Loud claps. Jumping around my living room. #JeopardyGOAT,0,
12695,sign_14593, 6 0 run in 2 07 ? yea thats totally impressive,1, i hate blowouts
13414,sign_96, oh wow thanks for invite i totally didn't ask you to hang out this weekend or anything,1, i'm sorry to turn down the invite i wished you aren't hanging out this weekend
13920,sign_8722, this is my 600 th tweet and i'm just amazed i dont wanna tweet anything about it,1, i would love to tweet about my 600 th tweet
6494,sign_14729, part of human's defence system,1, part of human's defence system
16658,sign_14372, also gotta move a piano as well joy,1, also gotta move a piano as well sad
10031,train_2012,RIP John Hughes,0,
14541,sign_11496, in related news i'm totally on my mom game tonight a work,1, i'm failing as a parent tonight
5620,sign_1348, making flash cards for my exams tomorrow i'm having fun,1, making flash cards for my exams tomorrow i'm bored
19670,sign_3868, here i was thinking the rams moved up to get zeke pairing him and gurley in that backfield what a move that would have been,1, here i was thinking the rams moved up to get zeke pairing him and gurley in that backfield what a move that would have been
14190,sign_2075, hey twitter i don't think i've seen enough pics of claire danes ' light up dress from the met gala,1, hey twitter i am tired of seeing pics of claire danes ' light up dress from the met gala
1039,sign_10141, oh no someone blocked me because i had differing opinions from them about an anime waaa,1, i don't care that someone blocked me because of my differing opinion about anime
9217,sign_7171, but i'll be keeping half an eye on my twitter feed for the internet's updates,1, i won't be keeping an eye on my twitter feed for the internet's updates
6752,sign_10411, nice day to work outside,1, bad day to work outside
16967,train_1549,not enough essays about hozier saying “i slithered here from eden just to sit outside your door” and all of the implications that go along w it,0,
12049,sign_4396, madness takes its toll please have exact change,1, madness takes its toll please have exact change
4790,train_255,Hate this site [CHIRPBIRDICON],1,I love this site
7337,sign_7188, what a cute lil haircut the pitcher for the sox has,1, that lil haircut the pitcher had for the sox looks pathetic
15475,sign_13642, dear life would you at least start using lubricants,1, dear life stop fucking me
14531,train_3080,@claire_seiler see you there!,0,
1592,sign_11350, it's always disappointing when you think you have a funny tweet and it doesn't get a retweet or favorite lol,1, i don't care if my tweets get retweeted or favorited
18253,sign_12535, i fucking love how i come home and there's nobody even here,1, i hate coming home to an empty house
16033,sign_3484, i need validation for my life please anybody tell me i'm a good person mother hahahaha now what kind of shit is that,1, i need validation for my life please anybody tell me i'm a good person mother hahahaha now what kind of shit is that
16499,sign_4976, well this day just keeps getting better,1, nothing worse could be left to be added to make my day worser
19403,train_2055,"This might be the worst government in living memory. 

The fact they are still polling ahead must therefore mean we have the worst opposition in living memory.",0,
13869,sign_5007, hurrah i got jury duty best day ever,1, no i got jury duty worst day ever
4833,train_3199,Discover more of Maranda Ridgway's greeting cards created for @thortful. https://t.co/yE0xkrmycK - thinking of sending a #greetingscard for #Easter?,0,
19754,sign_14387, alright it's just gonna take a few more years for brad stevens to get to iu,1, brad stevens is not going to get to iu
11031,sign_2027, inquiring minds in indiana wanna know was the grassy knoll shooter a dark haired cuban or a blonde gringo ? intended,1, inquiring minds in indiana wanna know was the grassy knoll shooter a dark haired cuban or a blonde gringo ?
18652,train_949,"Having my first experience of a Whetherspoon hotel tonight and pleased to report that while the bed is comfy, the bathroom smells suspiciously of cider",0,
19810,train_543,bad romance by lady gaga is the best song to ever come out of the american music industry and anyone who says otherwise is a liar,1,Bad Romance is a bad song
3565,sign_9760, school doctor and work what a great day,1, school doctor and work what a bad day
15949,sign_2279, and then make a stupid foul ? great game from horford,1, horford just made a stupid foul what a bad move
17310,train_54,@ThePartridgePod Defrost the freezer with the cast of Hollyoaks. Any of them that wanted an extra fun trip could pop to the recycling centre with some empty pesto jars. Magic.,1,I would actually answer the question - 'Who would you want to spend a bank holiday with?' with an answer that I meant. I would be worried that people would mock me if I was honest though - I don't care when the tweet is clearly a joke.
2455,sign_1337, might as well be a robot with this amazing life i'm living,1, might as well be a robot with this boring life i'm living
7427,sign_11226, just ate mcdonalds i have mcfallen in love i feel great,1, i hate myself for my food choices
7616,train_3345,Going to my first Japanese steak house tonight. 😋,0,
14493,sign_4569, so far the highlight of my day has been figuring out how to make contact sheets easily in indesign i live such a boring life,1, so far the highlight of my day has been figuring out how to make contact sheets easily in indesign my life is so boring
17134,sign_6183, buzzing for my first exam like,1, am not ready for my first exam
6209,test_a_1312,there’s only me and one flat mate left and he’s being so loud and what’s the reason???,0,
15729,train_2344,"the media really likes the word 'allegedly', i've found.",0,
13474,sign_14585, 645 my favourite time to wake up on a saturday,1, 645 my least favourite time to wake up on a saturday
2785,train_2176,"The way the Orioles have bene playing since the end of the losing streak gives me hope for next year. Reminds me of the end of 2011, where they were giving teams hell down the stretch.",0,
4406,sign_2461, someone really should invent a font imagine how much time and data that would save,1, someone shouldn't invent a sarcasm font imagine how much time and data that would waste
8105,sign_11695, i'm so good at practicing what i preach,1, i don't practice what i preach
9851,sign_140, what joao is playing ? i didn't knew that,1, i knew joao is playing
15065,sign_9706, she said bonjour which is funny cuz i didn't know she speaks japanese,1, i'm aware that bonjour is french but i'm making a joke
10009,sign_14650, 2 sunburnt shoulders get in,1, not excited about my sunburn
2702,sign_14863, we need to outlaw guns to protect people yea cause its working so well with heroin,1, if you take away guns people are still going to find them somehow
14211,sign_2262, love it when the hawks choke,1, hate it when the hawks choke
13291,sign_13375, favorite thing going into work and hearing about how everyone hates their lives and everything is a mess,1, i hate people bitching at work
17083,sign_10175, oh i love it when depression is like hey so you wanna go to that party ? how about instead you can't even leave your apartment ?,1, i hate depression
6020,sign_1789, poor carly fiorina had her hopes up only to get shot down again,1, poor carly fiorina had her hopes up only to get shot down again
8689,sign_314, we should be grateful for having one of the best managers in the world,1, we have one of the worst managers in the world how can we be grateful ?
10125,sign_3316, oh yeah this is gonna be fun dealing with complaints all night due to a wedding party,1, oh yeah this is gonna be fundealing with complaints all night due to a wedding party
18580,sign_10877, love the airport just love the airport love love love,1, hate the airport just hate the airport hate hate hate
6119,test_a_464,How scary would this be right outside your house! I don’t think that fine will stop him though:(,0,
16003,sign_12612, i decided that from now on i'm going be the nicest person anyone has ever met then i woke up in a cold sweat what a nightmare,1, i decided that from now on i'm not going be the nicest person anyone has ever met then i woke up in a cold sweat what a sweet dream it was
1269,sign_9890, pp for the penguins i wonder how this plays out ?,1, pp for the penguins isn't going to end well
15736,train_2829,"@SolmarResorts I have been a member for 12 years, pretty frustrated with the customer service today. Really hard to recommend them currently",0,
7448,sign_3302, thank you allergy specialist for booking my appointment at 8 15 am on a damned saturday,1, angry to my allergy specialist who booked my appointment at 8 15 on saturday
2930,sign_8100, what's better than being sick the day before you have a plane trip for almost 24 hours ?,1, it sucks being sick right before a plane ride
11513,sign_11616, i've been coaching college track and field for the last two years on oneyear deals so i totally know what ken hitchcock feels like,1, i don't know what he feels like at all
11400,sign_9073, thanks today you've been great so much to fix so little time,1, today was not my day
2088,sign_2211, music and music education really need more old bitter dudes keep sharing the joy of music people,1, music and music education do not need more old bitter dudes the bitterness of music people cease
2682,sign_8661, tnx megafon for everything,1, fuck you megafon
17111,sign_14198, back from vacation amp none of the overhead lights are working using a flashlight in storage is such fun,1, back from vacation amp none of the overhead lights are working using a flashlight in storage is so annoying
9436,test_a_792,Come on!!! What a shift from everyone so proud 😍💙🤍,0,
14197,sign_4991, leverage our voice gateways and call manager or continue to pay an outside company for audio bridge services ?,1, i don t understand the need to pay an outside company for the auto bridge services
17846,sign_2412, thanks starbucks for playing music that makes me sad,1, not happy that starbucks played music that makes me sad
15295,sign_3544, you gotta feel for southern miss the ncaa is going to hammer them for ole miss's violations,1, you gotta feel for southern miss the ncaa is going to hammer them for ole miss's violations
8805,sign_10571, my first day on the job fresh out of college and having to use my knowledge of how to find the missing side length of a triangle,1, my job is not up to my skill set
7891,sign_9602, sleeping with disappointment what a nice thing to dream about,1, sleeping with disappointment what a bad thing to dream about
3941,sign_13466, elated that the hypocrite call mario gets another ring,1, i'm not happy that mario is getting another ring
8204,sign_6313, i can't wait to be a communist,1, i am not eager to be a communist
681,sign_926, oh look it's the yankees on mlb network they're never on mlb network,1, as usual it's the yankees on mlb network they're always on mlb network
576,train_2346,took the long way home so i could drive in the rain and listen to music. the vibes were immaculate ✨✨✨,0,
13368,sign_10087, oh you wouldn't date a bisexual guy because bi isn't a real sexuality to you ? what a loss for all bi guys that is,1, oh you would date a bisexual guy because bi is a real sexuality to you ? what a gain for all bi guys that is
4385,sign_14068, blegh my car needs a new engine but my neighbor will fix it for me just need 250 down easy,1, my neighbor will fix my car for less unforately i lack the funds i promised
387,sign_4823, sure i've got all day to wait for the rdns nurse to give me a needle,1, sure i've got all day to wait for the rdns nurse to give me a needle
719,train_2204,I hate this guy so much https://t.co/lHPKXjNLL4,0,
7523,sign_6083, i 77 you are awesome,1, 1 77 you are the worst
1393,sign_10316, nothing like a moving screen to get curry going thanks for continuing to not call it,1, call the moving screen
18658,sign_12955, hahah what do i do after i walk a mile ? eat chinese food good way to be healthy,1, it's not healthy to eat chinese food after exercising
7136,sign_13945, c'mon lady bitch about your stressful life some more everyone in this nail salon loves hearing your loud and annoying voice,1, no one wants to hear you complain
18154,sign_1651, oh i do love it when people go quiet when you don't tell them exactly what they want to hear,1, ugh i do hate it when people go quiet when you don't tell them exactly what they want to hear
13579,sign_1742, well i guess you can bring in the 3 rd goalie,1, i am sure you will not bring in the 3 rd goalie
16383,train_359,It would be nice if my body would let me sleep...,1,I wish my body would let me sleep.
13217,sign_6273, just turned the game on and see they tryna murder westbrook lmao,1, just turned the game off and stop seeing they tryna murder westbrook
17591,sign_5457, turns out my sarcasm in sarcastic i confuse people and i love it D,1, i ejoy confusing people with my sarcasm
4317,sign_7690, yeah that all makes sense,1, that doesn't make sense
5295,sign_2870, if you don't want a sarcastic answer don't ask a stupid question,1, if you don't want a stupid answer don't ask a stupid question
8474,sign_9752, seeing the angry birds movie with my kids this should be fun,1, seeing the angry birds movie with my kids this should not be fun
12845,train_3230,@gcntweet how has Marcel Kittle been allowed to use disc brakes his year??,0,
8980,sign_3136, must be super fun for arsenal to play in front of these fans,1, must be super fun for arsenal to play in front of these fans
4491,sign_10442, never mind this soccer aid crap on my tv where's the england game,1, damn this soccer aid crap on my tv don t want to see the england game
14508,sign_1339, might as well be a robot with this amazing life i'm living,1, might as well be a robot with this bad life i'm living
9956,sign_1301, suddenly it's 10 am this summer is the best ever,1, suddenly it's 10 am this summer is the worst ever
2266,sign_6868, edwards ' pit stop noticeably slower when they hit 5 lug nuts a whole 2 slower,1, edwards ' pit stop noticeably slower when they hit 5 lug nuts a whole 2 slower
